region	chrom	start	end	span	n_sSNV	cn	tree_shape	n_nodes	n_nested	n_sibling	max_depth	has_cycle	n_populations
chr5:19030989-19085710	chr5	19030989	19085710	54721	5	gain	full_tree	5	2	2	2	False	0
chr5:64105460-64158495	chr5	64105460	64158495	53035	5	loh	full_tree	5	3	1	3	False	0
chr5:130196356-130222066	chr5	130196356	130222066	25710	5	loh	full_tree	4	3	1	3	False	0
chr5:138103492-138133216	chr5	138103492	138133216	29724	5	loh	full_tree	5	2	2	2	False	0
chr6:128859054-128905107	chr6	128859054	128905107	46053	5	gain	full_tree	4	3	1	3	False	0
chr6:163368934-163432943	chr6	163368934	163432943	64009	5	loh	full_tree	5	1	3	2	False	0
chr7:5379834-5421778	chr7	5379834	5421778	41944	5	gain	sibling_only	4	0	4	1	False	1
chr7:84719470-84764233	chr7	84719470	84764233	44763	5	gain	full_tree	5	2	2	2	False	0
chr7:89671598-89772651	chr7	89671598	89772651	101053	5	gain	sibling_only	5	0	4	1	False	0
chr7:107299459-107414649	chr7	107299459	107414649	115190	5	gain	sibling_only	5	0	4	1	False	0
chr7:126437974-126496232	chr7	126437974	126496232	58258	5	gain	full_tree	5	3	1	2	False	0
chr8:62120358-62192063	chr8	62120358	62192063	71705	5	loh	full_tree	5	2	2	2	False	0
chr8:87390592-87458680	chr8	87390592	87458680	68088	5	loh	full_tree	5	1	3	2	False	0
chr8:108038332-108103160	chr8	108038332	108103160	64828	5	gain	full_tree	5	1	3	2	False	0
chr8:110547764-110638407	chr8	110547764	110638407	90643	5	gain	full_tree	5	2	2	2	False	0
chr8:116254899-116336539	chr8	116254899	116336539	81640	5	gain	sibling_only	5	0	4	1	False	0
chr8:122870384-122941155	chr8	122870384	122941155	70771	5	gain	full_tree	5	3	1	3	False	0
chr8:128303676-128382539	chr8	128303676	128382539	78863	5	gain	sibling_only	5	0	4	1	False	0
chr8:134499732-134576534	chr8	134499732	134576534	76802	5	gain	full_tree	5	1	3	2	False	0
chr8:135786170-135849599	chr8	135786170	135849599	63429	5	gain	full_tree	5	2	2	2	False	0
chr8:137936838-138007668	chr8	137936838	138007668	70830	5	gain	full_tree	4	1	3	2	False	0
chr10:13849707-13902630	chr10	13849707	13902630	52923	5	loh	full_tree	5	3	1	2	False	0
chr13:34320365-34380145	chr13	34320365	34380145	59780	5	gain	sibling_only	5	0	4	1	False	0
chr13:72102768-72138949	chr13	72102768	72138949	36181	5	loh	full_tree	4	3	1	2	False	0
chr18:54715760-54760284	chr18	54715760	54760284	44524	5	gain	full_tree	5	1	3	2	False	0
chr1:43943718-43977964	chr1	43943718	43977964	34246	4	gain	full_tree	4	2	2	2	False	1
chr1:51675372-51744128	chr1	51675372	51744128	68756	4	gain	full_tree	4	1	3	2	False	0
chr1:93226449-93274926	chr1	93226449	93274926	48477	4	gain	full_tree	4	2	2	2	False	0
chr2:51181085-51209478	chr2	51181085	51209478	28393	4	gain	full_tree	4	1	3	2	False	1
chr3:79440203-79465137	chr3	79440203	79465137	24934	4	loh	full_tree	4	3	1	3	False	1
chr3:171238399-171284973	chr3	171238399	171284973	46574	4	gain	full_tree	4	2	2	2	False	0
chr4:160567257-160593231	chr4	160567257	160593231	25974	4	loh	full_tree	4	1	3	2	False	0
chr7:79245684-79255492	chr7	79245684	79255492	9808	4	gain	full_tree	4	1	3	2	False	3
chr7:93498031-93541374	chr7	93498031	93541374	43343	4	gain	sibling_only	4	0	4	1	False	0
chr8:61402948-61415187	chr8	61402948	61415187	12239	4	loh	full_tree	4	1	3	2	False	3
chr8:117027962-117088440	chr8	117027962	117088440	60478	4	gain	sibling_only	4	0	4	1	False	0
chr8:122399723-122432436	chr8	122399723	122432436	32713	4	gain	full_tree	4	2	2	3	False	1
chr8:123985033-124043639	chr8	123985033	124043639	58606	4	gain	full_tree	4	1	3	2	False	0
chr8:133896910-133955882	chr8	133896910	133955882	58972	4	gain	sibling_only	4	0	4	1	False	0
chr8:141897178-141946716	chr8	141897178	141946716	49538	4	gain	sibling_only	4	0	4	1	False	0
chr8:142539895-142586452	chr8	142539895	142586452	46557	4	gain	sibling_only	4	0	4	1	False	0
chr10:97249287-97254561	chr10	97249287	97254561	5274	4	loh	full_tree	4	1	3	2	False	1
chr10:131311892-131354611	chr10	131311892	131354611	42719	4	gain	sibling_only	4	0	4	1	False	0
chr12:12013515-12029293	chr12	12013515	12029293	15778	4	gain	full_tree	4	2	2	2	False	6
chr12:110883604-110912454	chr12	110883604	110912454	28850	4	loh	full_tree	4	1	3	2	False	1
chr12:132557304-132563011	chr12	132557304	132563011	5707	4	loh	full_tree	4	1	3	2	False	2
chr17:81858811-81906207	chr17	81858811	81906207	47396	4	loh	full_tree	4	1	3	2	False	0
chr19:57391534-57440915	chr19	57391534	57440915	49381	4	loh	full_tree	4	1	3	2	False	0
chr19:57996035-58042156	chr19	57996035	58042156	46121	4	loh	sibling_only	4	0	4	1	False	0
chr20:1208589-1258138	chr20	1208589	1258138	49549	4	gain	full_tree	4	1	3	2	False	0
chr12:28270541-28418090	chr12	28270541	28418090	147549	39	gain	linear_nested	6	3	0	3	False	2
chr15:46205467-46319175	chr15	46205467	46319175	113708	31	loh	full_tree	4	1	2	2	False	1
chr6:101808188-101883107	chr6	101808188	101883107	74919	23	loh	full_tree	6	1	2	2	False	2
chr16:35118902-35363172	chr16	35118902	35363172	244270	22	gain	linear_nested	14	3	0	3	False	0
chr6:120711923-120878868	chr6	120711923	120878868	166945	16	gain	linear_nested	4	3	0	3	False	0
chr12:69967106-70204638	chr12	69967106	70204638	237532	13	loh	full_tree	9	1	2	2	False	0
chr10:54298099-54443526	chr10	54298099	54443526	145427	12	gain	full_tree	6	2	1	2	False	0
chr13:18904111-19086419	chr13	18904111	19086419	182308	12	gain	full_tree	10	1	2	2	False	0
chr2:47501778-47710497	chr2	47501778	47710497	208719	11	gain	full_tree	10	2	1	3	False	0
chr6:71615380-71810548	chr6	71615380	71810548	195168	11	gain	full_tree	9	1	2	2	False	0
chr2:101226841-101401789	chr2	101226841	101401789	174948	10	gain	linear_nested	9	3	0	3	False	0
chr3:143052286-143193655	chr3	143052286	143193655	141369	10	gain	inconsistent	4	2	1	1	True	0
chr10:49152351-49310609	chr10	49152351	49310609	158258	10	gain	full_tree	9	2	1	2	False	0
chr2:98069016-98187204	chr2	98069016	98187204	118188	9	gain	full_tree	7	2	1	2	False	0
chr4:126681681-126806650	chr4	126681681	126806650	124969	9	gain	sibling_only	6	0	3	1	False	0
chr4:133542686-133690193	chr4	133542686	133690193	147507	9	gain	full_tree	9	2	1	2	False	0
chr5:6848595-6996025	chr5	6848595	6996025	147430	9	gain	linear_nested	8	3	0	2	False	0
chr5:8171770-8331229	chr5	8171770	8331229	159459	9	gain	full_tree	8	1	2	2	False	0
chr8:143786544-143914247	chr8	143786544	143914247	127703	9	gain	full_tree	8	1	2	2	False	0
chr12:20892968-21073030	chr12	20892968	21073030	180062	9	gain	full_tree	8	1	2	2	False	0
chr14:89991644-90229697	chr14	89991644	90229697	238053	9	gain	linear_nested	9	3	0	2	False	0
chr1:99735688-99814412	chr1	99735688	99814412	78724	8	loh	full_tree	5	1	2	2	False	0
chr1:102139489-102271918	chr1	102139489	102271918	132429	8	loh	full_tree	7	1	2	2	False	0
chr3:187541739-187676096	chr3	187541739	187676096	134357	8	gain	full_tree	7	1	2	2	False	0
chr4:92233245-92386002	chr4	92233245	92386002	152757	8	gain	full_tree	8	2	1	2	False	0
chr4:104222722-104387128	chr4	104222722	104387128	164406	8	gain	full_tree	8	1	2	2	False	0
chr4:152131355-152234048	chr4	152131355	152234048	102693	8	loh	full_tree	5	1	2	2	False	0
chr5:13943196-14042756	chr5	13943196	14042756	99560	8	gain	full_tree	6	2	1	3	False	0
chr7:81063149-81228951	chr7	81063149	81228951	165802	8	gain	full_tree	8	1	2	2	False	0
chr7:119669247-119789303	chr7	119669247	119789303	120056	8	gain	linear_nested	8	3	0	2	False	0
chr7:144433472-144600094	chr7	144433472	144600094	166622	8	gain	full_tree	7	2	1	3	False	0
chr8:139335700-139494173	chr8	139335700	139494173	158473	8	gain	sibling_only	6	0	3	1	False	0
chr8:144601296-144655319	chr8	144601296	144655319	54023	8	gain	full_tree	4	1	2	2	False	0
chr11:114733559-114863895	chr11	114733559	114863895	130336	8	loh	linear_nested	8	3	0	3	False	0
chr19:20816164-20964850	chr19	20816164	20964850	148686	8	gain	full_tree	7	2	1	2	False	0
chr3:129912163-129979335	chr3	129912163	129979335	67172	7	gain	linear_nested	7	3	0	2	False	0
chr4:162890808-162990146	chr4	162890808	162990146	99338	7	loh	full_tree	5	1	2	2	False	0
chr6:99625498-99743390	chr6	99625498	99743390	117892	7	loh	linear_nested	7	3	0	2	False	0
chr7:79757081-79856759	chr7	79757081	79856759	99678	7	gain	full_tree	7	1	2	2	False	0
chr7:84358684-84464113	chr7	84358684	84464113	105429	7	gain	full_tree	7	1	2	2	False	0
chr7:86614369-86768670	chr7	86614369	86768670	154301	7	gain	full_tree	7	2	1	2	False	0
chr7:91314202-91466242	chr7	91314202	91466242	152040	7	gain	full_tree	6	2	1	3	False	0
chr8:101851606-101931934	chr8	101851606	101931934	80328	7	gain	full_tree	6	2	1	2	False	0
chr8:102633413-102738772	chr8	102633413	102738772	105359	7	gain	sibling_only	6	0	3	1	False	0
chr8:105485329-105564576	chr8	105485329	105564576	79247	7	gain	sibling_only	5	0	3	1	False	0
chr8:117142470-117221580	chr8	117142470	117221580	79110	7	gain	sibling_only	4	0	3	1	False	0
chr9:137181620-137280377	chr9	137181620	137280377	98757	7	gain	linear_nested	6	3	0	2	False	0
chr10:44478228-44637937	chr10	44478228	44637937	159709	7	gain	full_tree	7	1	2	2	False	0
chr10:56168694-56321929	chr10	56168694	56321929	153235	7	gain	full_tree	7	2	1	2	False	0
chr10:133073600-133172119	chr10	133073600	133172119	98519	7	gain	full_tree	6	1	2	2	False	0
chr11:134409876-134587493	chr11	134409876	134587493	177617	7	loh	linear_nested	7	3	0	2	False	0
chr13:37669261-37786939	chr13	37669261	37786939	117678	7	gain	full_tree	7	2	1	3	False	0
chr14:46526206-46557510	chr14	46526206	46557510	31304	7	gain	linear_nested	4	3	0	4	False	2
chr14:103048212-103187785	chr14	103048212	103187785	139573	7	gain	full_tree	6	2	1	2	False	0
chr16:16887722-16988011	chr16	16887722	16988011	100289	7	gain	full_tree	7	2	1	2	False	0
chr17:2905426-3025586	chr17	2905426	3025586	120160	7	gain	full_tree	6	2	1	2	False	0
chr18:26988205-27052077	chr18	26988205	27052077	63872	7	gain	linear_nested	7	3	0	3	False	0
chr20:6630165-6726142	chr20	6630165	6726142	95977	7	gain	linear_nested	5	3	0	2	False	0
chr21:10330070-10358257	chr21	10330070	10358257	28187	7	neutral	full_tree	3	1	2	2	False	2
chr1:197863234-197937414	chr1	197863234	197937414	74180	6	gain	full_tree	6	1	2	2	False	0
chr2:155858388-155986457	chr2	155858388	155986457	128069	6	gain	sibling_only	6	0	3	1	False	0
chr2:212342435-212381567	chr2	212342435	212381567	39132	6	neutral	full_tree	4	1	2	2	False	0
chr2:239497722-239608830	chr2	239497722	239608830	111108	6	gain	full_tree	6	2	1	2	False	0
chr3:9116608-9203858	chr3	9116608	9203858	87250	6	gain	linear_nested	6	3	0	3	False	0
chr3:70978896-71011474	chr3	70978896	71011474	32578	6	neutral	linear_nested	5	3	0	2	False	1
chr4:107234437-107312269	chr4	107234437	107312269	77832	6	gain	linear_nested	5	3	0	3	False	0
chr5:161271498-161412323	chr5	161271498	161412323	140825	6	loh	full_tree	6	1	2	2	False	0
chr5:180276063-180385109	chr5	180276063	180385109	109046	6	loh	full_tree	6	1	2	2	False	0
chr7:57644185-57713483	chr7	57644185	57713483	69298	6	gain	linear_nested	6	3	0	2	False	0
chr7:72308556-72394077	chr7	72308556	72394077	85521	6	gain	full_tree	5	1	2	2	False	0
chr7:118869808-118940052	chr7	118869808	118940052	70244	6	gain	sibling_only	3	0	3	1	False	0
chr7:137164081-137264912	chr7	137164081	137264912	100831	6	gain	linear_nested	6	3	0	3	False	0
chr7:159197211-159316686	chr7	159197211	159316686	119475	6	gain	sibling_only	6	0	3	1	False	0
chr8:92207657-92268518	chr8	92207657	92268518	60861	6	loh	full_tree	6	2	1	2	False	0
chr9:3819595-3897367	chr9	3819595	3897367	77772	6	gain	linear_nested	6	3	0	3	False	0
chr9:127090246-127177599	chr9	127090246	127177599	87353	6	loh	full_tree	5	1	2	2	False	0
chr10:104460496-104554183	chr10	104460496	104554183	93687	6	loh	linear_nested	6	3	0	3	False	0
chr10:127413901-127525799	chr10	127413901	127525799	111898	6	gain	full_tree	5	1	2	2	False	0
chr10:132818719-132944853	chr10	132818719	132944853	126134	6	gain	linear_nested	6	3	0	2	False	0
chr11:90463205-90584543	chr11	90463205	90584543	121338	6	loh	full_tree	6	2	1	3	False	0
chr12:81017302-81119417	chr12	81017302	81119417	102115	6	loh	linear_nested	6	3	0	3	False	0
chr14:76227015-76332057	chr14	76227015	76332057	105042	6	gain	full_tree	6	1	2	2	False	0
chr15:95338521-95380018	chr15	95338521	95380018	41497	6	gain	full_tree	3	1	2	2	False	0
chr16:25956356-26057248	chr16	25956356	26057248	100892	6	gain	full_tree	6	2	1	2	False	0
chr16:34898926-34953910	chr16	34898926	34953910	54984	6	gain	linear_nested	6	3	0	2	False	0
chr17:47866635-47933527	chr17	47866635	47933527	66892	6	loh	linear_nested	6	3	0	3	False	0
chr17:79690914-79770987	chr17	79690914	79770987	80073	6	gain	full_tree	5	1	2	2	False	0
chr1:22634437-22731136	chr1	22634437	22731136	96699	5	gain	full_tree	5	2	1	3	False	0
chr1:52894697-52961570	chr1	52894697	52961570	66873	5	loh	sibling_only	4	0	3	1	False	0
chr1:81173775-81245889	chr1	81173775	81245889	72114	5	loh	full_tree	5	2	1	2	False	0
chr1:91448541-91508884	chr1	91448541	91508884	60343	5	gain	full_tree	4	1	2	2	False	0
chr1:92300283-92410667	chr1	92300283	92410667	110384	5	gain	full_tree	5	1	2	2	False	0
chr1:118426137-118510067	chr1	118426137	118510067	83930	5	gain	linear_nested	5	3	0	2	False	0
chr2:48998654-49024772	chr2	48998654	49024772	26118	5	gain	full_tree	4	1	2	2	False	2
chr2:228137422-228230988	chr2	228137422	228230988	93566	5	gain	full_tree	5	1	2	2	False	0
chr3:954493-1026519	chr3	954493	1026519	72026	5	gain	linear_nested	5	3	0	3	False	0
chr3:51287383-51378333	chr3	51287383	51378333	90950	5	gain	linear_nested	5	3	0	3	False	0
chr3:137854958-137957729	chr3	137854958	137957729	102771	5	gain	full_tree	5	2	1	2	False	0
chr3:155899720-156014570	chr3	155899720	156014570	114850	5	gain	full_tree	5	2	1	2	False	0
chr3:178641308-178676440	chr3	178641308	178676440	35132	5	gain	full_tree	5	2	1	2	False	0
chr4:5375927-5467863	chr4	5375927	5467863	91936	5	loh	full_tree	5	1	2	2	False	0
chr4:109780734-109827971	chr4	109780734	109827971	47237	5	gain	full_tree	5	2	1	3	False	0
chr4:128596351-128654507	chr4	128596351	128654507	58156	5	gain	sibling_only	5	0	3	1	False	0
chr4:131744876-131778675	chr4	131744876	131778675	33799	5	gain	full_tree	3	1	2	2	False	1
chr5:18547104-18620268	chr5	18547104	18620268	73164	5	gain	linear_nested	5	3	0	3	False	0
chr5:152095550-152168121	chr5	152095550	152168121	72571	5	gain	full_tree	5	2	1	3	False	0
chr5:157425071-157473516	chr5	157425071	157473516	48445	5	loh	sibling_only	5	0	3	1	False	0
chr5:171936639-172049731	chr5	171936639	172049731	113092	5	loh	full_tree	5	2	1	2	False	0
chr6:71298367-71334447	chr6	71298367	71334447	36080	5	gain	linear_nested	5	3	0	3	False	1
chr6:72277187-72345501	chr6	72277187	72345501	68314	5	gain	sibling_only	5	0	3	1	False	0
chr6:76791506-76860856	chr6	76791506	76860856	69350	5	gain	sibling_only	5	0	3	1	False	0
chr6:119231262-119314069	chr6	119231262	119314069	82807	5	gain	sibling_only	5	0	3	1	False	0
chr7:101740608-101822860	chr7	101740608	101822860	82252	5	gain	sibling_only	5	0	3	1	False	0
chr7:104375678-104450266	chr7	104375678	104450266	74588	5	gain	full_tree	5	1	2	2	False	0
chr7:106664816-106785671	chr7	106664816	106785671	120855	5	gain	full_tree	5	1	2	2	False	0
chr7:152699483-152739258	chr7	152699483	152739258	39775	5	gain	sibling_only	5	0	3	1	False	1
chr8:25920745-26003683	chr8	25920745	26003683	82938	5	loh	full_tree	5	1	2	2	False	0
chr8:57360022-57466553	chr8	57360022	57466553	106531	5	loh	sibling_only	4	0	3	1	False	0
chr8:65842210-65938304	chr8	65842210	65938304	96094	5	gain	full_tree	4	1	2	2	False	0
chr8:66759108-66851370	chr8	66759108	66851370	92262	5	gain	full_tree	5	2	1	2	False	0
chr8:85568753-85638679	chr8	85568753	85638679	69926	5	gain	full_tree	4	1	2	2	False	0
chr8:114056541-114135916	chr8	114056541	114135916	79375	5	gain	full_tree	5	1	2	2	False	0
chr8:116782941-116870211	chr8	116782941	116870211	87270	5	gain	sibling_only	5	0	3	1	False	0
chr8:133206331-133264935	chr8	133206331	133264935	58604	5	gain	full_tree	5	1	2	2	False	0
chr8:136138443-136212715	chr8	136138443	136212715	74272	5	gain	inconsistent	4	2	1	1	True	0
chr8:138227123-138315457	chr8	138227123	138315457	88334	5	gain	full_tree	5	1	2	2	False	0
chr9:7289764-7328782	chr9	7289764	7328782	39018	5	gain	full_tree	5	2	1	2	False	0
chr9:70758944-70814325	chr9	70758944	70814325	55381	5	gain	full_tree	4	1	2	2	False	0
chr9:104155978-104200673	chr9	104155978	104200673	44695	5	gain	linear_nested	5	3	0	3	False	0
chr9:119090996-119145059	chr9	119090996	119145059	54063	5	loh	full_tree	5	2	1	2	False	0
chr10:1637176-1739768	chr10	1637176	1739768	102592	5	loh	linear_nested	5	3	0	2	False	0
chr10:21038781-21108343	chr10	21038781	21108343	69562	5	gain	full_tree	5	1	2	2	False	0
chr11:4367179-4439020	chr11	4367179	4439020	71841	5	loh	full_tree	4	1	2	2	False	0
chr11:70022905-70087777	chr11	70022905	70087777	64872	5	gain	full_tree	5	1	2	2	False	0
chr12:20761090-20824392	chr12	20761090	20824392	63302	5	gain	full_tree	4	1	2	2	False	0
chr12:63554382-63576383	chr12	63554382	63576383	22001	5	loh	full_tree	4	1	2	2	False	1
chr12:111609368-111667556	chr12	111609368	111667556	58188	5	loh	linear_nested	4	3	0	3	False	0
chr12:115121475-115183485	chr12	115121475	115183485	62010	5	loh	linear_nested	5	3	0	2	False	0
chr13:107773460-107826678	chr13	107773460	107826678	53218	5	loh	full_tree	4	1	2	2	False	0
chr14:83765942-83835009	chr14	83765942	83835009	69067	5	gain	full_tree	5	1	2	2	False	0
chr15:35813924-35903678	chr15	35813924	35903678	89754	5	loh	full_tree	5	1	2	2	False	0
chr15:47370426-47399938	chr15	47370426	47399938	29512	5	loh	linear_nested	4	3	0	4	False	0
chr15:77253233-77318502	chr15	77253233	77318502	65269	5	gain	linear_nested	5	3	0	3	False	0
chr15:100662844-100720419	chr15	100662844	100720419	57575	5	gain	sibling_only	5	0	3	1	False	0
chr16:10409464-10443534	chr16	10409464	10443534	34070	5	gain	full_tree	3	1	2	2	False	2
chr16:12105360-12203456	chr16	12105360	12203456	98096	5	gain	full_tree	5	1	2	2	False	0
chr17:74729907-74844321	chr17	74729907	74844321	114414	5	gain	full_tree	5	2	1	3	False	0
chr17:79567788-79635336	chr17	79567788	79635336	67548	5	gain	sibling_only	5	0	3	1	False	0
chr18:54947510-55017651	chr18	54947510	55017651	70141	5	gain	sibling_only	5	0	3	1	False	0
chr19:45618724-45633359	chr19	45618724	45633359	14635	5	loh	linear_nested	5	3	0	2	False	1
chr20:14263147-14311743	chr20	14263147	14311743	48596	5	gain	full_tree	5	1	2	2	False	0
chr20:44054176-44076806	chr20	44054176	44076806	22630	5	gain	linear_nested	5	3	0	3	False	3
chr20:48192960-48251340	chr20	48192960	48251340	58380	5	gain	full_tree	4	1	2	2	False	0
chr22:22705773-22736335	chr22	22705773	22736335	30562	5	gain	linear_nested	5	3	0	3	False	2
chr22:48045239-48150881	chr22	48045239	48150881	105642	5	gain	full_tree	5	1	2	2	False	0
chr1:64551991-64581152	chr1	64551991	64581152	29161	4	loh	full_tree	3	1	2	2	False	1
chr1:75093051-75124273	chr1	75093051	75124273	31222	4	loss	full_tree	4	1	2	2	False	0
chr1:87321575-87383712	chr1	87321575	87383712	62137	4	gain	full_tree	4	1	2	2	False	0
chr1:88633847-88666013	chr1	88633847	88666013	32166	4	gain	full_tree	4	1	2	2	False	2
chr1:88957787-89027080	chr1	88957787	89027080	69293	4	gain	sibling_only	4	0	3	1	False	0
chr1:90403877-90425950	chr1	90403877	90425950	22073	4	gain	full_tree	3	2	1	2	False	2
chr1:90679557-90714575	chr1	90679557	90714575	35018	4	gain	full_tree	3	1	2	2	False	0
chr1:111931189-111982877	chr1	111931189	111982877	51688	4	loh	full_tree	4	1	2	2	False	0
chr1:162404043-162409647	chr1	162404043	162409647	5604	4	gain	full_tree	4	2	1	2	False	3
chr1:230026722-230072666	chr1	230026722	230072666	45944	4	gain	full_tree	4	1	2	2	False	0
chr2:211560497-211608369	chr2	211560497	211608369	47872	4	neutral	full_tree	4	2	1	2	False	0
chr2:223827191-223852036	chr2	223827191	223852036	24845	4	neutral	linear_nested	4	3	0	3	False	2
chr2:231385027-231432935	chr2	231385027	231432935	47908	4	gain	full_tree	4	1	2	2	False	0
chr3:68828587-68871120	chr3	68828587	68871120	42533	4	loh	full_tree	4	2	1	2	False	0
chr3:145527224-145572920	chr3	145527224	145572920	45696	4	gain	full_tree	4	2	1	3	False	0
chr3:148453224-148505399	chr3	148453224	148505399	52175	4	gain	sibling_only	4	0	3	1	False	0
chr3:149889554-149944387	chr3	149889554	149944387	54833	4	gain	full_tree	4	2	1	2	False	0
chr3:150127230-150162255	chr3	150127230	150162255	35025	4	gain	sibling_only	3	0	3	1	False	1
chr3:156132687-156162996	chr3	156132687	156162996	30309	4	gain	sibling_only	4	0	3	1	False	1
chr3:172914797-172928489	chr3	172914797	172928489	13692	4	gain	full_tree	4	1	2	2	False	3
